,TSR,CP
0,0.2,0.05645994789588883
1,0.30000000000000004,0.07834458830217435
2,0.4000000000000001,0.09353690429743386
3,0.5000000000000001,0.10104349883868194
4,0.6000000000000001,0.09888388917925026
5,0.7000000000000002,0.08744152029476064
6,0.8000000000000003,0.06548147700464235
