,TSR,CP
0,0.2,0.04947700599572135
1,0.30000000000000004,0.06823216712594922
2,0.4000000000000001,0.07813891709345155
3,0.5000000000000001,0.08336611314664352
4,0.6000000000000001,0.07522623638407491
5,0.7000000000000002,0.05604054157140136
6,0.8000000000000003,0.029810298557870065
