% Model,CFD_LiveLink_RotMach_Savonius_v3_1.mph
% Version,COMSOL 5.5.0.292
% Date,"May 7 2021, 10:53"
% Table,Tabla 5 - Torque rotor
% Tiempo (s),"TSR=0.2, Torque_1_2 (N*m)","TSR=0.3, Torque_1_2 (N*m)","TSR=0.4, Torque_1_2 (N*m)","TSR=0.5, Torque_1_2 (N*m)","TSR=0.6, Torque_1_2 (N*m)","TSR=0.7, Torque_1_2 (N*m)","TSR=0.8, Torque_1_2 (N*m)"
0,-1.4851235612856737,-2.721779833746755,-2.824963094055139,-2.5240311042299126,-2.517307371809217,-3.396824168175968,-3.4072065434055716
0.02617993877991494,0.17740298866817994,0.06831295170329765,-0.03820872284129495,-0.12268185894757899,-0.22999876059211954,-0.3293139221953345,-0.4101050828788371
0.05235987755982988,0.11367084896558,-0.009411816883127089,-0.09624853076901119,-0.13957951400332502,-0.1962904875027467,-0.2236092098417819,-0.23413438686526294
0.07853981633974483,0.04431267288255558,-0.0692991752300477,-0.11140508675571426,-0.08917049042682096,-0.031736208518421904,0.03410036261159996,0.13798736275820592
0.10471975511965977,-0.011935459575555307,-0.08380984001438074,-0.055296874550805286,0.0420720308332273,0.19028911603710183,0.35714796062246534,0.49259734214825235
0.1308996938995747,-0.04360201746953796,-0.051789987887075895,0.060848631058095126,0.2532385238504712,0.5046699634898699,0.6611377208119493,0.6316601498205561
0.15707963267948966,-0.05297924226124062,0.02554556495811361,0.2304560384695009,0.5464447646429551,0.7538171787560706,0.6732438337706813,0.26513338214815363
0.18325957145940458,-0.03720576268081466,0.11588709265328218,0.4664967099441466,0.7841953846613356,0.7305624566372256,0.2566655342770856,-0.23207523828585885
0.20943951023931953,-2.956365856265908E-5,0.23721930615203185,0.7237840551412891,0.8313785655721643,0.36380401003082086,-0.17992284967000605,-0.30767259708480355
0.23561944901923448,0.04672344990383953,0.4146004654914096,0.8955504198701205,0.5877432593734684,-0.04774183777082819,-0.2695291573868102,0.05370736965493189
0.2617993877991494,0.09122774470896944,0.6476238942756785,0.8668886361749611,0.23405056106463595,-0.22984893753253388,-0.017963363588633652,0.5198241848161118
0.28797932657906433,0.1364542836955961,0.8567971388147264,0.6603067733067564,-0.06605594074104054,-0.1467937012270248,0.4048241778271733,0.6317359844668036
