% Model,BatchDinamico.mph
% Version,COMSOL 5.5.0.292
% Date,"May 14 2021, 21:22"
% Table,Tabla 2 - Torque
% Tiempo (s),"TSR=0.2, Torque_1_2 (N*m)","TSR=0.3, Torque_1_2 (N*m)","TSR=0.4, Torque_1_2 (N*m)","TSR=0.5, Torque_1_2 (N*m)","TSR=0.6, Torque_1_2 (N*m)","TSR=0.7, Torque_1_2 (N*m)","TSR=0.8, Torque_1_2 (N*m)"
0,-0.2629213375381685,-1.7593760262864482,-2.472263334399159,-2.1519741195289974,-1.0665104181304308,-0.4983553696752878,0.12218394896655838
0.02617993877991494,0.5787513920301242,0.45250985123348064,0.3173811820621284,0.17570020603801062,-0.03256701888194691,-0.2835098402654246,-0.5356106557998122
0.05235987755982988,0.5005843010535987,0.2961612948669208,0.08490120786850697,-0.10807125075543134,-0.2733830352883353,-0.4434105717214575,-0.5676485597634853
0.07853981633974483,0.35846726653899175,0.0963721476707442,-0.1449241894009673,-0.27903834061960864,-0.3151914951042617,-0.2868258530705997,-0.1936657772973967
0.10471975511965977,0.21521944691507433,-0.0649746427683694,-0.25035683913231155,-0.22448331678970124,-0.08837339262444827,0.1048057838587656,0.33659111964538163
0.1308996938995747,0.09558987381863626,-0.14747936559354857,-0.19906059127353537,0.009568522547936276,0.26995800643219203,0.568429033073359,0.7633023604640158
0.15707963267948966,0.0010232815425472719,-0.15238342951478756,-0.01610587307472,0.29318342357283966,0.6611032622718549,0.8458502857010829,0.6821671713714555
0.18325957145940458,-0.06470553107574073,-0.08809072966540532,0.19038432494179935,0.6338270688164925,0.9021696209446517,0.6469824386364038,0.04198280263867871
0.20943951023931953,-0.09942789473947133,0.01693368672021811,0.43311528523572307,0.889585308432358,0.7384528986950571,0.09859153084809691,-0.444510143414989
0.23561944901923448,-0.09914416141559523,0.14631803983346767,0.7178691236807865,0.9032520135665385,0.3062023781805323,-0.3522618093639586,-0.3352044742567631
0.2617993877991494,-0.07619659338059559,0.2942279530275115,0.9232602540061801,0.6166840903204416,-0.13899350367198843,-0.34682539953053365,0.22801517941171
0.28797932657906433,-0.03014959827438457,0.5059788456584196,0.9447132834314367,0.25954643091952556,-0.3256386163083263,0.059698877784310767,0.7195628277524273
0.3141592653589793,0.02511738225132215,0.7461143591800231,0.7448088744826143,-0.07444153897652758,-0.17183885631328508,0.5769351533776546,0.6106380159780824
0.34033920413889424,0.08863967910208065,0.9320330406560909,0.479099295174949,-0.2460507754216858,0.19470378758759088,0.7855748769410597,0.010690718888903161
0.36651914291880916,0.15120163986952342,0.9772473528141186,0.20437477398753268,-0.19849259539330788,0.6213986558123724,0.5284767712007662,-0.4506656703784314
0.39269908169872414,0.2440256483288873,0.8920789249903776,-0.030708262359397553,0.033409822444752046,0.8149512334782483,0.03450700863212919,-0.3997823620513647
0.41887902047863906,0.3993021119940339,0.7205837642185265,-0.18579819006671383,0.35867317735215737,0.7092434464263855,-0.3700421998536806,0.13845432876683852
0.445058959258554,0.590873736030177,0.5439024076476335,-0.20697834814932606,0.6690527083101201,0.3376442791039722,-0.3669852289738634,0.6679346586577855
0.47123889803846897,0.7685741739116532,0.35574707088449065,-0.07934290509127423,0.8437177719746248,-0.08488351302755603,0.027395977204412753,0.6545620188240723
0.4974188368183839,0.8898830451735371,0.16981447507813874,0.12451070529209207,0.8062810014378053,-0.3262333239017583,0.5408592941465891,0.11421572646502909
0.5235987755982988,0.9337808882128726,8.997367490659325E-4,0.34864413908896696,0.5296451906103731,-0.2442603491052473,0.7558529442161497,-0.3968840304292144
0.5497787143782138,0.9219828255046515,-0.12818033339747298,0.5909918245786845,0.18695785645219687,0.07956425438358858,0.5507889625557041,-0.47297437084487215
0.5759586531581287,0.8665211246818012,-0.17808061312858786,0.8185445635766373,-0.12170190068795739,0.4989423478521795,0.07133122532814318,-0.018232373833689475
0.6021385919380436,0.7816226115670254,-0.1347925779279393,0.9173679642669699,-0.26810854338905055,0.7680983659614251,-0.3450037225804489,0.5951643879389068
0.6283185307179586,0.6877192295804689,-0.029348900088123797,0.8095487684006736,-0.19636910183830897,0.7796953535164737,-0.4045146614060485,0.7388843991658944
0.6544984694978735,0.5938861172861891,0.09233626402787093,0.5667188169061507,0.04423339104701657,0.44921355598973506,-0.04692507513773769,0.27476838666460746
0.6806784082777885,0.48849452658279585,0.20628292668436315,0.3088230729142005,0.3606914725626495,0.04822849888037206,0.48125664292026027,-0.2861256948623633
0.7068583470577035,0.3752874980652591,0.3514785533987331,0.05353751841969978,0.6537187401137619,-0.2769019529600414,0.7639415915157178,-0.503011688451809
0.7330382858376183,0.2556452697356096,0.5706313375094139,-0.1372963755893356,0.8350312853642496,-0.30911612241053354,0.6171910376961733,-0.1539278909179821
0.7592182246175333,0.13987911026534372,0.8034485383151877,-0.21811734490531576,0.8085175429715544,-0.049910211609604294,0.14929765232995096,0.45975713318074624
0.7853981633974483,0.03655184147814601,0.9307898482993264,-0.15773236632610554,0.5241281712078908,0.3581367369816437,-0.30314249982178465,0.7268497767360577
0.8115781021773631,-0.04659872072028318,0.924478607894359,0.01849869580925101,0.18804566164702585,0.7112454208299648,-0.415638490210801,0.4091607460426139
0.8377580409572781,-0.10071088796888017,0.8052833019943735,0.23367689305880807,-0.11863566794241918,0.8094482433188678,-0.10005953204295476,-0.17291149723686083
0.8639379797371931,-0.1193080665153127,0.6310687535659476,0.45877567809046144,-0.2692507810990394,0.5731815648130981,0.41062556888265556,-0.5060639671323928
0.890117918517108,-0.10644318559694682,0.4700537984219355,0.7005455894092638,-0.20463401512559004,0.1833911182191229,0.7319184799052079,-0.29217174573021926
0.916297857297023,-0.06971641056031641,0.2859679802489673,0.8899230264788862,0.0417686278710892,-0.20398381298496093,0.6508393161295396,0.2938279154260932
