Tsr,a,e,M,r,s
0.2,0.4202898550724638,0.6073619631901841,0.7375200213561115,0.8499999999999999,0.1499999999999999
0.30000000000000004,0.4202898550724638,0.6073619631901841,0.7375200213561115,0.8499999999999999,0.1499999999999999
0.4000000000000001,0.4202898550724638,0.6073619631901841,0.7375200213561115,0.8499999999999999,0.1499999999999999
0.5000000000000001,0.4202898550724638,0.6073619631901841,0.7375200213561115,0.8499999999999999,0.1499999999999999
0.6000000000000001,0.4202898550724638,0.6073619631901841,0.7375200213561115,0.8499999999999999,0.1499999999999999
0.7000000000000002,0.4202898550724638,0.6073619631901841,0.7375200213561115,0.8499999999999999,0.1499999999999999
0.8000000000000003,0.4202898550724638,0.6073619631901841,0.7375200213561115,0.8499999999999999,0.1499999999999999
0.2,0.02898550724637683,0.656441717791411,0.5966364121729839,0.7333333333333334,0.2666666666666666
0.30000000000000004,0.02898550724637683,0.656441717791411,0.5966364121729839,0.7333333333333334,0.2666666666666666
0.4000000000000001,0.02898550724637683,0.656441717791411,0.5966364121729839,0.7333333333333334,0.2666666666666666
0.5000000000000001,0.02898550724637683,0.656441717791411,0.5966364121729839,0.7333333333333334,0.2666666666666666
0.6000000000000001,0.02898550724637683,0.656441717791411,0.5966364121729839,0.7333333333333334,0.2666666666666666
0.7000000000000002,0.02898550724637683,0.656441717791411,0.5966364121729839,0.7333333333333334,0.2666666666666666
0.8000000000000003,0.02898550724637683,0.656441717791411,0.5966364121729839,0.7333333333333334,0.2666666666666666
0.2,0.17391304347826092,0.49079754601226994,0.23678590496529672,0.3500000000000001,0.6499999999999999
0.30000000000000004,0.17391304347826092,0.49079754601226994,0.23678590496529672,0.3500000000000001,0.6499999999999999
0.4000000000000001,0.17391304347826092,0.49079754601226994,0.23678590496529672,0.3500000000000001,0.6499999999999999
0.5000000000000001,0.17391304347826092,0.49079754601226994,0.23678590496529672,0.3500000000000001,0.6499999999999999
0.6000000000000001,0.17391304347826092,0.49079754601226994,0.23678590496529672,0.3500000000000001,0.6499999999999999
0.7000000000000002,0.17391304347826092,0.49079754601226994,0.23678590496529672,0.3500000000000001,0.6499999999999999
0.8000000000000003,0.17391304347826092,0.49079754601226994,0.23678590496529672,0.3500000000000001,0.6499999999999999
