Tsr,a,e,M,r,s
0.2,0.0,0.4969325153374234,0.38848104644954695,0.5333333333333332,0.4666666666666668
0.30000000000000004,0.0,0.4969325153374234,0.38848104644954695,0.5333333333333332,0.4666666666666668
0.4000000000000001,0.0,0.4969325153374234,0.38848104644954695,0.5333333333333332,0.4666666666666668
0.5000000000000001,0.0,0.4969325153374234,0.38848104644954695,0.5333333333333332,0.4666666666666668
0.6000000000000001,0.0,0.4969325153374234,0.38848104644954695,0.5333333333333332,0.4666666666666668
0.7000000000000002,0.0,0.4969325153374234,0.38848104644954695,0.5333333333333332,0.4666666666666668
0.8000000000000003,0.0,0.4969325153374234,0.38848104644954695,0.5333333333333332,0.4666666666666668
0.2,0.13043478260869562,0.6871165644171779,0.366057127602776,0.4833333333333334,0.5166666666666666
0.30000000000000004,0.13043478260869562,0.6871165644171779,0.366057127602776,0.4833333333333334,0.5166666666666666
0.4000000000000001,0.13043478260869562,0.6871165644171779,0.366057127602776,0.4833333333333334,0.5166666666666666
0.5000000000000001,0.13043478260869562,0.6871165644171779,0.366057127602776,0.4833333333333334,0.5166666666666666
0.6000000000000001,0.13043478260869562,0.6871165644171779,0.366057127602776,0.4833333333333334,0.5166666666666666
0.7000000000000002,0.13043478260869562,0.6871165644171779,0.366057127602776,0.4833333333333334,0.5166666666666666
0.8000000000000003,0.13043478260869562,0.6871165644171779,0.366057127602776,0.4833333333333334,0.5166666666666666
0.2,0.4927536231884058,0.20245398773006135,0.007274426054459937,0.050000000000000044,0.9500000000000002
0.30000000000000004,0.4927536231884058,0.20245398773006135,0.007274426054459937,0.050000000000000044,0.9500000000000002
0.4000000000000001,0.4927536231884058,0.20245398773006135,0.007274426054459937,0.050000000000000044,0.9500000000000002
0.5000000000000001,0.4927536231884058,0.20245398773006135,0.007274426054459937,0.050000000000000044,0.9500000000000002
0.6000000000000001,0.4927536231884058,0.20245398773006135,0.007274426054459937,0.050000000000000044,0.9500000000000002
0.7000000000000002,0.4927536231884058,0.20245398773006135,0.007274426054459937,0.050000000000000044,0.9500000000000002
0.8000000000000003,0.4927536231884058,0.20245398773006135,0.007274426054459937,0.050000000000000044,0.9500000000000002
0.2,0.8115942028985508,0.9693251533742331,1.0,1.0,0.0
0.30000000000000004,0.8115942028985508,0.9693251533742331,1.0,1.0,0.0
0.4000000000000001,0.8115942028985508,0.9693251533742331,1.0,1.0,0.0
0.5000000000000001,0.8115942028985508,0.9693251533742331,1.0,1.0,0.0
0.6000000000000001,0.8115942028985508,0.9693251533742331,1.0,1.0,0.0
0.7000000000000002,0.8115942028985508,0.9693251533742331,1.0,1.0,0.0
0.8000000000000003,0.8115942028985508,0.9693251533742331,1.0,1.0,0.0
0.2,0.7391304347826089,0.34969325153374237,0.5155499199145748,0.6333333333333333,0.3666666666666667
0.30000000000000004,0.7391304347826089,0.34969325153374237,0.5155499199145748,0.6333333333333333,0.3666666666666667
0.4000000000000001,0.7391304347826089,0.34969325153374237,0.5155499199145748,0.6333333333333333,0.3666666666666667
0.5000000000000001,0.7391304347826089,0.34969325153374237,0.5155499199145748,0.6333333333333333,0.3666666666666667
0.6000000000000001,0.7391304347826089,0.34969325153374237,0.5155499199145748,0.6333333333333333,0.3666666666666667
0.7000000000000002,0.7391304347826089,0.34969325153374237,0.5155499199145748,0.6333333333333333,0.3666666666666667
0.8000000000000003,0.7391304347826089,0.34969325153374237,0.5155499199145748,0.6333333333333333,0.3666666666666667
0.2,0.9130434782608696,0.7730061349693251,0.129671649759743,0.08333333333333326,0.9166666666666665
0.30000000000000004,0.9130434782608696,0.7730061349693251,0.129671649759743,0.08333333333333326,0.9166666666666665
0.4000000000000001,0.9130434782608696,0.7730061349693251,0.129671649759743,0.08333333333333326,0.9166666666666665
0.5000000000000001,0.9130434782608696,0.7730061349693251,0.129671649759743,0.08333333333333326,0.9166666666666665
0.6000000000000001,0.9130434782608696,0.7730061349693251,0.129671649759743,0.08333333333333326,0.9166666666666665
0.7000000000000002,0.9130434782608696,0.7730061349693251,0.129671649759743,0.08333333333333326,0.9166666666666665
0.8000000000000003,0.9130434782608696,0.7730061349693251,0.129671649759743,0.08333333333333326,0.9166666666666665
0.2,0.43478260869565216,0.8282208588957054,0.25133475707421304,0.30000000000000004,0.7000000000000002
0.30000000000000004,0.43478260869565216,0.8282208588957054,0.25133475707421304,0.30000000000000004,0.7000000000000002
0.4000000000000001,0.43478260869565216,0.8282208588957054,0.25133475707421304,0.30000000000000004,0.7000000000000002
0.5000000000000001,0.43478260869565216,0.8282208588957054,0.25133475707421304,0.30000000000000004,0.7000000000000002
0.6000000000000001,0.43478260869565216,0.8282208588957054,0.25133475707421304,0.30000000000000004,0.7000000000000002
0.7000000000000002,0.43478260869565216,0.8282208588957054,0.25133475707421304,0.30000000000000004,0.7000000000000002
0.8000000000000003,0.43478260869565216,0.8282208588957054,0.25133475707421304,0.30000000000000004,0.7000000000000002
0.2,0.5072463768115942,0.6196319018404908,0.7815002669514151,0.8833333333333333,0.1166666666666667
0.30000000000000004,0.5072463768115942,0.6196319018404908,0.7815002669514151,0.8833333333333333,0.1166666666666667
0.4000000000000001,0.5072463768115942,0.6196319018404908,0.7815002669514151,0.8833333333333333,0.1166666666666667
0.5000000000000001,0.5072463768115942,0.6196319018404908,0.7815002669514151,0.8833333333333333,0.1166666666666667
0.6000000000000001,0.5072463768115942,0.6196319018404908,0.7815002669514151,0.8833333333333333,0.1166666666666667
0.7000000000000002,0.5072463768115942,0.6196319018404908,0.7815002669514151,0.8833333333333333,0.1166666666666667
0.8000000000000003,0.5072463768115942,0.6196319018404908,0.7815002669514151,0.8833333333333333,0.1166666666666667
0.2,0.3333333333333333,0.9509202453987731,0.17278430325680816,0.18333333333333335,0.8166666666666664
0.30000000000000004,0.3333333333333333,0.9509202453987731,0.17278430325680816,0.18333333333333335,0.8166666666666664
